,Emotion,text_de,Text
5110,neutral,Danke ., Thank you . 
5111,neutral,Bußgeld ., Fine . 
5112,sadness,Als meine Großmutter an Krebs starb.,When my grandmother died of cancer.
5113,neutral,Sie schleichen!, You sneak ! 
5114,neutral,Jawohl ., Yes . 
5115,joy,Meine Freundin hat mir einen Brief mit einem glänzenden Bild geschickt.,My girlfriend sent me a letter with a shiny picture in it.
5116,anger,Sie war beleidigt und nahm alles persönlich.,She was offended and took it all personally . 
5117,anger,"Als meine Mitbewohnerin mich runterzog, weil sie \ dachte \ "" sie sei besser als ich, oder sie fühlte, dass sie es war.""","When my flatmate put me down because she \thought\"" she was better than me, or she felt she was."""
5118,neutral,"Naja , er hat ja schon mitgenommen , das ist seine Frau genau dort ."," Well , he has already taken you know , that's his wife right there . "
5119,fear,"Ich habe Angst, wenn ich alleine über den Campus des Chung Chi College schlendere.",I am scared when I stroll alone on the Chung Chi college campus. 
5120,fear,"Stellen Sie sich das Entsetzen auf dem Gesicht meines Geliebten vor, als er entdeckte, dass ich tatsächlich seine hochgeschätzte und gelesene Sammlung von Gitarristen-Magazinen in den Müll geschmissen hatte!",Imagine the horror on my beloved 's face when he discovered I had in fact flung in the rubbish his much prized and read collection of Guitarist magazines ! 
5121,neutral,Jawohl ., Yes . 
5122,sadness,"Ein depressiver Mensch kann viel weinen, Selbstmitleid und Desinteresse an der Außenwelt zeigen und keine Freude am Alltag haben, nicht einmal am Essen.","A depressed person may cry a great deal , show self-pity and lack of interest in the outside world and have no enjoyment of everyday life , even food . "
5123,fear,"Die Schreckensschreie, die aus dem Korridor kommen, während mein Mitbewohner spielt, sind endlos unterhaltsam.",The shrieks of terror coming from down the corridor as my flatmate plays are endlessly entertaining.
5124,joy,"Den größten Freudenausbruch verspürte ich, als mein Vater nach langer schwerer Krankheit wieder nach Hause kam.","I felt the greatest burst of joy when after being heavily ill for a long period, my father came back home."
5125,fear,"Angst, @number morgen Karaoke singen zu hören. ich glaube meine Ohren könnten anfangen zu bluten...#ahh",terrified to hear @number singing karaoke tomorrow. i think my ears might start bleeding...#ahh
5126,neutral,"Hallo Jack, ich arbeite an diesen Dokumenten. Der Manager will sie für eine halbe Stunde."," Hi Jack , I'm working on these documents . The manager wants them for half an hour . "
5127,joy,Ich habe eine Aufgabe zurückbekommen und die Note A+ bekommen.,"I received an assignment back, and got an A+ grading."
5128,fear,Der Junge lächelte nervös; Jean-Paul deutete auf den Kellner.,The boy gave a nervous smile ; Jean-Paul gestured to the waiter . 
5129,sadness,"Vater verlor zu Hause die Beherrschung, weil er bei der Arbeit misshandelt wurde.",Father lost his temper at home because he was mistreated at work.
5130,joy,"Heute habe ich mein Architekturprojekt viel besser gemacht, als ich erwartet hatte.",Today I did a lot better on my architecture project than I expected.
5131,fear,"Als ich einem Patienten Blut zur Alkoholbestimmung und Urin für eine andere Untersuchung abnahm, sagte er mir, dass mir etwas Schlimmes passieren würde, da er mich zaubern würde.","When I took blood from a patient for alcohol estimation and urine for some other examination, he told me that something bad would happen to me as he would play magic on me."
5132,sadness,"Ich erhielt einen Brief von einigen Freunden, die nicht in Madrid leben, und sagten mir, dass sie nicht in den Urlaub kommen würden. Ich hatte alles für sie arrangiert.","I received a letter from some friends, who do not live in Madrid, telling me that they would not come on holiday.  I had arranged everything for them."
5133,anger,"Das mag sein, aber Sie sind immer noch verhaftet. Und du solltest besser aufhören zu reden."," That may be , but you're still under arrest . And you'd better stop talking . "
5134,anger,"Eines Morgens stand ich an der Bushaltestelle und der Bus fuhr ohne Halt vorbei, obwohl nur Fahrgäste mit Nummern drin waren. Ich war wütend über das unhöfliche Verhalten des Busfahrers und des Schaffners.","One morning I was standing at the bus-stop and the bus passed by without stopping, even though there were only number-number passengers inside.  I felt angry at the rude behaviour of the bus driver and  conductor."
5135,fear,Ich war am Meer und mein Bruder verschwand für ein paar Stunden.,I was at the seaside and my brother disappeared for a couple of hours.
5136,joy,"Nach meinem Abitur wartete ich auf die Zulassung zu einem Nachdiplomstudium, aber die Situation war für mich nicht sehr günstig und ich war verärgert. Plötzlich bot mir die Bombay University einen Studienplatz an und ich landete in Bombay für mein Postgraduiertenstudium. Dies geschah letztes Jahr und war für mich sehr angenehm.","After my graduation exams I was waiting to get admitted to a post graduation course, however the situation was not very favourable for me and I was upset.  Suddenly, Bombay university offered me a seat and I landed up in Bombay for my post graduation studies.  This happened last year and was very pleasant for me."
5137,anger,"Auf einen ungerechten, genauer gesagt auf einen bürokratischen Umgang mit der eigenen Persönlichkeit.","At an unjust, or to be more precise, at a bureaucratic treatment of one's personality."
5138,anger,"Er sah beleidigt aus, aber ich vermutete, dass seine Vorstellung von Diskretion darin bestand, sein Bleirohr gegen einen Gummiknüppel einzutauschen.",He looked offended but I guessed his idea of discretion was swapping his length of lead pipe for a rubber truncheon . 
5139,neutral,Oh ! Jawohl, Oh ! yes 
5140,anger,"Conner ist immer noch wütend, dass er den Protest vom Dienstag verloren hat.",Conner is still furious about losing Tuesday 's protest . 
5141,neutral,"Hallo Becky, was ist los?","Hi , Becky , what's up ? "
5142,joy,Aber ich erinnere mich an die Aufregung in den Gesichtern meiner Kinder.,But I remember the excitement in my children 's faces . 
5143,anger,"Wenn Sie dies noch einmal tun, machen Sie sich nicht einmal die Mühe, nach Hause zu kommen."," If you do this again , don't even bother coming home . "
5144,anger,"Die Wut seiner Enkelin, die seiner eigenen so ähnlich war, nahm Ballaters Zorn etwas von der Schärfe.","His granddaughter 's anger , so like his own , took some of the sting out of Ballater 's wrath . "
5145,anger,"Beeindruckend ! Warum so viel ? Ich dachte, sie besorgen dir einen Assistenten.", Wow ! Why so much ? I thought they were getting you an assistant . 
5146,sadness,Als mein Großvater starb.,When my grandfather died.
5147,joy,"Diesmal gab Ronni es zu und fühlte sich bei dem Geständnis ein wenig wie eine Verräterin – und angesichts der reinen Freude, die sie über Guidos Geste empfand.","This time Ronni admitted it , feeling a little like a traitor at the confession -- and at the sense of pure delight she felt at Guido 's gesture . "
5148,joy,"Culley stellte sich Susans fröhliches Lächeln vor, während sie darauf wartete, dass Yorke es ausarbeitete.",Culley imagined Susan 's gleeful smile as she waited for Yorke to work it out . 
5149,anger,Ich beneide sie und hasse sie gleichzeitig., I envy her and also I hate her at the same time . 
5150,anger,"Natürlich war Ed sehr sauer, wie Martinez das ganze Harley-Geschäft abwickelte.",Of course Ed was really peeved about how Martinez handled the whole Harley business . 
5151,anger,Wirklich ? Wer hat diese Regel aufgestellt?, Really ? Who made that rule up ? 
5152,neutral,Oh ok .," Oh , OK . "
5153,joy,"Als ich die B.A.-Prüfung bestanden hatte und meine Eltern mir erlaubten, mein Studium fortzusetzen und einen M.A. zu machen, war ich sehr glücklich.","When I passed the B.A exams and my parents allowed me to carry on my studies and do a M.A. , I was very happy."
5154,joy,Stimmt, That's right 
5155,anger,wie kannst du es wagen !, how dare you ! 
5156,joy,Lassen Sie uns das Auto anhalten und es für eine Minute genießen., Let's stop the car and enjoy it for a minute . 
5157,joy,Das erste Mal habe ich mich wirklich in ein Mädchen verliebt.,The first time I really fell in love with a girl.
5158,sadness,"Oh verdammt . Schau, was ich getan habe. (Verschütten Sie das Getränk)"," Oh , darn . Look what I've done . ( Spill the drink ) "
5159,anger,"Er wird sauer sein, aber ich gehe.","He 'll be cross , but I 'll go . "
5160,neutral,Nummer ., number . 
5161,joy,"Die figurativen Künste drückten noch mehr als die Poesie die gemischten Gefühle der Freude über vergangene Siege und die Angst vor zukünftigen Einfällen aus, die die Kelten inspirierten.","Figurative arts , even more than poetry , expressed the mixed feelings of elation over past victories and fear of future incursions which the Celts inspired . "
5162,anger,Ein Konflikt mit einem Schüler.,A conflict with a pupil.
5163,joy,Einer meiner Freunde und ich frühstückten in einem Restaurant. Es war spontan und hat viel Spaß gemacht.,One of my friends and I had breakfast in a restaurant. It was spontaneous and lots of fun.
5164,joy,"Zu unserer Freude bekundete Blackwells , an den wir uns gewandt hatten , Interesse an dem Projekt , was wir nicht zu erwarten wagten .","To our gratification , Blackwells , whom we had approached , expressed interest in the project , something we had not dared to expect . "
5165,joy,Das klingt nach Spaß . Aber wo bekomme ich so alte Klamotten her?, That sounds like fun . But where can I get clothes that old ? 
5166,neutral,Bis wann?, Until when ? 
5167,neutral,Natürlich . Denn die TV-Sender müssen mit Werbespots zwischen den Programmen Geld verdienen., Of course . Because the TV stations need to make money from commercials between the programs . 
5168,neutral,"Nun, du sagst immer, du bist beschäftigt."," Well , you always say you're busy . "
5169,anger,"Mein Freund nannte mich halb neckend einen schlechten Spitznamen. Ich fühlte mich beleidigt und trat vor Wut gegen seine Hüfte. Ich war später stabil und war ihm nicht böse. Tatsächlich hatte ich Angst, dass die anderen Freunde, die bei uns waren, denken würden, ich sei ein intoleranter Mensch. Ich konnte mich jedoch nicht entschuldigen, also tat ich so, als wäre nichts passiert und lächelte, als ich ging. Mein Freund sagte nichts, sondern sah mir nur zu, wie ich ging.","My friend half-teasingly called me a bad nickname.  I felt insulted and kicked his hip in anger.  I was stable later and did not feel angry at him.  In fact I was afraid that the other friends who were with us would think that I was an intolerant person.  However I could not apologize, so I pretended that nothing had happened and smiled when I left.  My friend did not say anything but just watched me leave."
5170,fear,"Als ich eines Abends spät durch den Park radelte, sprangen zwei Leute aus dem Wald und versuchten mich aufzuhalten. Gleichzeitig wurde etwas geschrien.","When I was cycling through the park late one night, two people jumped out of the woods and tried to stop me.  There were shouting something at the same time."
5171,joy,Der Kontrast zu ihrer Erheiterung auf dem zugefrorenen See war so schnell gekommen.,The contrast with her exhilaration on the frozen lake had come so swiftly . 
5172,anger,Seine wachsende Wut machte seine Rede durch seinen strichversteiften Mund immer unverständlicher.,His mounting anger was making his speech more and more incomprehensible through his stroke-stiffened mouth . 
